backward_mean,backward_std,forward_mean,forward_std,model,model.context_length,num_warmup_steps
0.11022284889986622,0.1964957167614881,0.1521722937002778,0.3229452847092481,small,128,0
0.04365775020014553,0.0030252681736607214,0.034158237600240685,0.0037944117050546585,small,128,1
0.043049995099863736,0.001311525760734955,0.03464253429992823,0.0028141837009672804,small,128,2
0.04404329779990803,0.002631622708822953,0.038649068099948634,0.0037724815453935453,small,128,5
0.04713973200014152,0.008116560941375788,0.04915250089979963,0.038015807159119376,small,256,0
0.04326901389977138,0.003081173502467843,0.03365384510034346,0.0029212140196890005,small,256,1
0.042179800999838334,0.0008971128503352336,0.03349728530010907,0.0027733338247737907,small,256,2
0.04215023379965714,0.0003323066976960333,0.039564356299888456,0.00327807233646879,small,256,5
0.05759037490006449,0.003594129618990364,0.04533187760007422,0.03938835680653038,small,512,0
0.056317385799957265,0.00048791857841462376,0.03418891450000956,0.0013866710337213865,small,512,1
0.05634123140007432,0.0003187637648178944,0.034003998700427474,0.0030995775362207875,small,512,2
0.05618081129978236,8.776216208391646e-05,0.03290680699992663,0.0011038433479336634,small,512,5
0.12665048190028755,0.0010756318648543232,0.0746521862998634,0.035548270061308236,small,1024,0
0.12701895800018975,0.0011728156716072457,0.0635192655998253,0.0006795592048103364,small,1024,1
0.12744681559997845,0.001492945134798386,0.06381950060040253,0.0009297042509448011,small,1024,2
0.12752343479987757,0.0015117006587828728,0.0640334375000748,0.0007776770465666038,small,1024,5
0.0686423796998497,0.016136257382753164,0.06006340169988107,0.01870432958573197,medium,128,0
0.06719860279972636,0.007412321379918971,0.05812945570032753,0.00803050435445524,medium,128,1
0.06435933070024476,0.003629344008378284,0.06152078769991931,0.0012249020812543695,medium,128,2
0.06475850290025846,0.002527606435114146,0.06180663149971224,0.0007288143147007016,medium,128,5
0.08749121669989109,0.010010420228439065,0.06551360779976675,0.013513322555252559,medium,256,0
0.08424629629989795,0.000483449515941407,0.06105520780020015,0.0016181980672286872,medium,256,1
0.08421449830020719,0.0004797116808268617,0.06087778210003307,0.0008876546141614447,medium,256,2
0.0847050015003333,0.0005845443412557953,0.06073870079962944,0.0008109390764812546,medium,256,5
0.17045111399984308,0.0038975816891403574,0.09075025050024124,0.012492326035943475,medium,512,0
0.1706539552000322,0.0033107286998951785,0.08673457759996381,0.0011444171928437648,medium,512,1
0.17174152090010467,0.00386237530647244,0.08702609259962628,0.0016376906109846355,medium,512,2
0.17116168330030632,0.0026549178875832045,0.08696780829977797,0.0009246222520240332,medium,512,5
0.3819902537001326,0.004829073187957641,0.19435602060002566,0.011046007477228347,medium,1024,0
0.3840440244997808,0.004312715998013684,0.19139540280048095,0.00278949367993587,medium,1024,1
0.38405076710041613,0.004490736326134955,0.19318125280005916,0.002702085871428764,medium,1024,2
0.3851088034996792,0.0023266951258447723,0.19323859950018232,0.0015867370128488198,medium,1024,5
0.10317351479989156,0.014701697769965287,0.0964053096002317,0.015219582599328655,large,128,0
0.09732188009966194,0.0006838949286986255,0.05519288450032036,0.008827569470013237,large,128,1
0.09778339979984593,0.0006103249087567122,0.05819564160010486,0.012860875677588911,large,128,2
0.09939140099977521,0.004941306068776793,0.06491315629991731,0.01663750375057992,large,128,5
0.18004132350015425,0.0045043978893632396,0.09348346989991115,0.006947280637434411,large,256,0
0.17943807869978629,0.00404460341319047,0.09064043639991723,0.003008366979587116,large,256,1
0.1800395653999658,0.0038630427436115765,0.09177969659995142,0.0027419069788352174,large,256,2
0.17890492780006753,0.002677299873629476,0.09111502060004568,0.002367657264547805,large,256,5
0.3512718283996946,0.0027065854877838637,0.17237964810046832,0.006147336700919809,large,512,0
0.35226776800009246,0.0015363974912246028,0.17151823430049262,0.003280525545106863,large,512,1
0.35212101960023573,0.001439707352496658,0.17233493289968466,0.0034868588072419745,large,512,2
0.35307082249946686,0.0008420326924510874,0.17287443340028402,0.00304028126557532,large,512,5
0.8157890527001654,0.0012427981865186174,0.40343017260001945,0.010882019083305283,large,1024,0
0.8153780558001017,0.002526991149357783,0.4008093412003291,0.004224878086976151,large,1024,1
0.8183625200004826,0.0022778600223600444,0.40272411639998607,0.003332611251063696,large,1024,2
0.8207579678000911,0.0016919198321902838,0.40500168499984285,0.0020016281512410653,large,1024,5
0.1859427131999837,0.00809505604588603,0.08777177890005987,0.009464343188596302,xl,128,0
0.18346297799980676,0.003186505933262457,0.0922593108003639,0.01141305399748822,xl,128,1
0.18117863139996188,0.00033463258307103743,0.12218927029971383,0.00276215179337798,xl,128,2
0.18224022800022793,0.0008273913249486355,0.12172690569968836,0.0009259615645378038,xl,128,5
0.33409654539973416,0.004454506353232706,0.16267179060032505,0.012018493599534297,xl,256,0
0.3343043727001714,0.0029760723179286463,0.16003363059990078,0.003297573250458449,xl,256,1
0.33418860680012585,0.0025195577019009783,0.15950238639998132,0.0029710100504870295,xl,256,2
0.3349287296001421,0.0013345882970440615,0.15963296619975154,0.0019425000115602447,xl,256,5
0.6823456323998471,0.004567331466943574,0.3383024882999962,0.002728339959935197,xl,512,0
0.6848963274998823,0.0038520695164400596,0.3367680251998536,0.0029891919708383476,xl,512,1
0.6857941296000718,0.0016112904707419975,0.3367300058000183,0.0024433478179260275,xl,512,2
0.6857982681996873,0.0022627485787614712,0.3371298440002647,0.0007462164800734333,xl,512,5
